"Fecha","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted","Año","Año2g","Mes_num","Mes_txt","Mes_txt2","Dia_num","Dia_año","Dia_txt","Dia_txt2","Semana_D","Semana_L","Trimestre","TrimestreQ"
2024-03-28,61.4990005493164,61.5,60.1590003967285,60.7330017089844,37088000,60.7330017089844,"2024","24","03","marzo","mar.","28","088","jueves","jue.","12","13",1,2024 Q1
2024-04-01,60.7999992370605,61.5110015869141,60.556999206543,61.4309997558594,21159000,61.4309997558594,"2024","24","04","abril","abr.","01","092","lunes","lun.","13","14",2,2024 Q2
2024-04-02,61.0999984741211,61.5029983520508,60.5509986877441,61.4210014343262,20292000,61.4210014343262,"2024","24","04","abril","abr.","02","093","martes","mar.","13","14",2,2024 Q2
2024-04-03,61.2750015258789,63.0410003662109,61.1500015258789,63.007999420166,29312000,63.007999420166,"2024","24","04","abril","abr.","03","094","miércoles","mié.","13","14",2,2024 Q2
2024-04-04,63.3209991455078,63.7999992370605,61.6580009460449,61.7140007019043,30643000,61.7140007019043,"2024","24","04","abril","abr.","04","095","jueves","jue.","13","14",2,2024 Q2
2024-04-05,62.492000579834,63.7910003662109,62.2709999084473,63.6180000305176,33788000,63.6180000305176,"2024","24","04","abril","abr.","05","096","viernes","vie.","13","14",2,2024 Q2
2024-04-08,63.6389999389648,63.9000015258789,62.8110008239746,62.8409996032715,21457000,62.8409996032715,"2024","24","04","abril","abr.","08","099","lunes","lun.","14","15",2,2024 Q2
2024-04-09,63.1990013122559,63.1990013122559,61.5629997253418,61.8199996948242,21436000,61.8199996948242,"2024","24","04","abril","abr.","09","100","martes","mar.","14","15",2,2024 Q2
2024-04-10,61.0970001220703,62.0139999389648,60.9339981079102,61.8580017089844,28062000,61.8580017089844,"2024","24","04","abril","abr.","10","101","miércoles","mié.","14","15",2,2024 Q2
2024-04-11,62.4420013427734,63.1660003662109,61.7239990234375,62.8779983520508,26627000,62.8779983520508,"2024","24","04","abril","abr.","11","102","jueves","jue.","14","15",2,2024 Q2
2024-04-12,62.8230018615723,63.3120002746582,61.8919982910156,62.2830009460449,29593000,62.2830009460449,"2024","24","04","abril","abr.","12","103","viernes","vie.","14","15",2,2024 Q2
2024-04-15,63.0169982910156,63.0169982910156,60.3870010375977,60.7150001525879,30854000,60.7150001525879,"2024","24","04","abril","abr.","15","106","lunes","lun.","15","16",2,2024 Q2
2024-04-16,60.75,62.2449989318848,60.75,61.7519989013672,35191000,61.7519989013672,"2024","24","04","abril","abr.","16","107","martes","mar.","15","16",2,2024 Q2
2024-04-17,62.0970001220703,62.0970001220703,60.7709999084473,61.3689994812012,33122000,61.3689994812012,"2024","24","04","abril","abr.","17","108","miércoles","mié.","15","16",2,2024 Q2
2024-04-18,61.2099990844727,62.132999420166,60.5429992675781,61.0559997558594,84684000,61.0559997558594,"2024","24","04","abril","abr.","18","109","jueves","jue.","15","16",2,2024 Q2
2024-04-19,56.7879981994629,57.9000015258789,55.2159996032715,55.5040016174316,164497000,55.5040016174316,"2024","24","04","abril","abr.","19","110","viernes","vie.","15","16",2,2024 Q2
2024-04-22,55.0660018920898,55.8610000610352,54.201000213623,55.4599990844727,85977000,55.4599990844727,"2024","24","04","abril","abr.","22","113","lunes","lun.","16","17",2,2024 Q2
2024-04-23,55.648998260498,57.9210014343262,55.5279998779297,57.7750015258789,49755000,57.7750015258789,"2024","24","04","abril","abr.","23","114","martes","mar.","16","17",2,2024 Q2
2024-04-24,57.4309997558594,57.6910018920898,55.1300010681152,55.5120010375977,53553000,55.5120010375977,"2024","24","04","abril","abr.","24","115","miércoles","mié.","16","17",2,2024 Q2
2024-04-25,54.9459991455078,56.6539993286133,54.5709991455078,56.4799995422363,38071000,56.4799995422363,"2024","24","04","abril","abr.","25","116","jueves","jue.","16","17",2,2024 Q2
2024-04-26,55.8209991455078,56.2919998168945,55.3190002441406,56.1230010986328,43326000,56.1230010986328,"2024","24","04","abril","abr.","26","117","viernes","vie.","16","17",2,2024 Q2
2024-04-29,55.9179992675781,55.9640007019043,55.423999786377,55.9490013122559,25089000,55.9490013122559,"2024","24","04","abril","abr.","29","120","lunes","lun.","17","18",2,2024 Q2
2024-04-30,56,56,54.9379997253418,55.0639991760254,33615000,55.0639991760254,"2024","24","04","abril","abr.","30","121","martes","mar.","17","18",2,2024 Q2
2024-05-01,54.7840003967285,56.0390014648438,54.4249992370605,55.1710014343262,34732000,55.1710014343262,"2024","24","05","mayo","may.","01","122","miércoles","mié.","17","18",2,2024 Q2
2024-05-02,55.6020011901855,56.5460014343262,55.5589981079102,56.5149993896484,30682000,56.5149993896484,"2024","24","05","mayo","may.","02","123","jueves","jue.","17","18",2,2024 Q2
2024-05-03,56.5999984741211,58.0260009765625,56.515998840332,57.9339981079102,33075000,57.9339981079102,"2024","24","05","mayo","may.","03","124","viernes","vie.","17","18",2,2024 Q2
2024-05-06,58.181999206543,59.734001159668,58.0250015258789,59.6969985961914,36863000,59.6969985961914,"2024","24","05","mayo","may.","06","127","lunes","lun.","18","19",2,2024 Q2
2024-05-07,59.6279983520508,60.6049995422363,59.1319999694824,60.5999984741211,36141000,60.5999984741211,"2024","24","05","mayo","may.","07","128","martes","mar.","18","19",2,2024 Q2
2024-05-08,60.1629981994629,61.8219985961914,60.1629981994629,60.9469985961914,30939000,60.9469985961914,"2024","24","05","mayo","may.","08","129","miércoles","mié.","18","19",2,2024 Q2
2024-05-09,61.439998626709,61.5719985961914,60.5750007629395,61.2089996337891,20654000,61.2089996337891,"2024","24","05","mayo","may.","09","130","jueves","jue.","18","19",2,2024 Q2
2024-05-10,61.9000015258789,62.3979988098145,60.5060005187988,61.0870018005371,26536000,61.0870018005371,"2024","24","05","mayo","may.","10","131","viernes","vie.","18","19",2,2024 Q2
2024-05-13,61.4300003051758,61.8219985961914,60.6829986572266,61.6590003967285,20862000,61.6590003967285,"2024","24","05","mayo","may.","13","134","lunes","lun.","19","20",2,2024 Q2
2024-05-14,61.5169982910156,62.1479988098145,60.8400001525879,61.3660011291504,27924000,61.3660011291504,"2024","24","05","mayo","may.","14","135","martes","mar.","19","20",2,2024 Q2
2024-05-15,61.8569984436035,62.4099998474121,60.9099998474121,61.3520011901855,56706000,61.3520011901855,"2024","24","05","mayo","may.","15","136","miércoles","mié.","19","20",2,2024 Q2
2024-05-16,61.5750007629395,61.8339996337891,60.9090003967285,61.0519981384277,30564000,61.0519981384277,"2024","24","05","mayo","may.","16","137","jueves","jue.","19","20",2,2024 Q2
2024-05-17,61.7000007629395,62.5789985656738,61.4710006713867,62.1100006103516,37827000,62.1100006103516,"2024","24","05","mayo","may.","17","138","viernes","vie.","19","20",2,2024 Q2
2024-05-20,62.0400009155273,64.4369964599609,61.9519996643066,64.0820007324219,38579000,64.0820007324219,"2024","24","05","mayo","may.","20","141","lunes","lun.","20","21",2,2024 Q2
2024-05-21,63.6759986877441,65.0879974365234,63.4220008850098,65.0609970092773,29202000,65.0609970092773,"2024","24","05","mayo","may.","21","142","martes","mar.","20","21",2,2024 Q2
2024-05-22,64.713996887207,64.9250030517578,63.8120002746582,64.0469970703125,21762000,64.0469970703125,"2024","24","05","mayo","may.","22","143","miércoles","mié.","20","21",2,2024 Q2
2024-05-23,64.234001159668,64.2710037231445,63,63.5670013427734,23139000,63.5670013427734,"2024","24","05","mayo","may.","23","144","jueves","jue.","20","21",2,2024 Q2
2024-05-24,63.939998626709,65.1999969482422,63.7599983215332,64.6750030517578,26153000,64.6750030517578,"2024","24","05","mayo","may.","24","145","viernes","vie.","20","21",2,2024 Q2
2024-05-28,64.7050018310547,64.9749984741211,64.3030014038086,64.9000015258789,26095000,64.9000015258789,"2024","24","05","mayo","may.","28","149","martes","mar.","21","22",2,2024 Q2
